timestamp,machine_id,temperature_c,vibration_mm_s,pressure_bar,rpm,fault_flag,fault_type
2024-01-01 16:00:00,Hydraulic_Press_02,78.23,1.129,8.509,1427.0,0,none
2024-01-01 16:00:00,Conveyor_Motor_03,45.84,0.529,2.262,1471.0,0,none
2024-01-01 17:00:00,CNC_Mill_01,63.59,0.69,4.277,1460.0,0,none
2024-01-01 17:00:00,Hydraulic_Press_02,83.78,1.241,8.586,1473.0,0,none
2024-01-01 17:00:00,Conveyor_Motor_03,45.98,0.576,2.053,1465.0,0,none
2024-01-01 18:00:00,CNC_Mill_01,64.64,0.738,4.127,1452.0,0,none
2024-01-01 18:00:00,Hydraulic_Press_02,75.2,1.385,8.603,1418.0,0,none
2024-01-01 18:00:00,Conveyor_Motor_03,46.63,0.462,2.11,1428.0,0,none
2024-01-01 19:00:00,CNC_Mill_01,66.02,0.743,4.09,1454.0,0,none
2024-01-01 19:00:00,Hydraulic_Press_02,77.02,1.204,8.822,1463.0,0,none
2024-01-01 19:00:00,Conveyor_Motor_03,45.28,0.338,2.001,1467.0,0,none
2024-01-01 20:00:00,CNC_Mill_01,64.83,0.737,4.276,1467.0,0,none
2024-01-01 20:00:00,Hydraulic_Press_02,77.5,1.104,8.429,1437.0,0,none
2024-01-01 20:00:00,Conveyor_Motor_03,45.61,0.641,1.911,1468.0,0,none
2024-01-01 21:00:00,CNC_Mill_01,66.55,0.97,3.972,1440.0,0,none
2024-01-01 21:00:00,Hydraulic_Press_02,76.94,1.301,8.567,1465.0,0,none
2024-01-01 21:00:00,Conveyor_Motor_03,44.91,0.426,1.614,1430.0,0,none
2024-01-01 22:00:00,CNC_Mill_01,63.13,0.78,4.445,1421.0,0,none
2024-01-01 22:00:00,Hydraulic_Press_02,78.2,1.165,8.716,1421.0,0,none
2024-01-01 22:00:00,Conveyor_Motor_03,45.02,0.593,1.953,1459.0,0,none
2024-01-01 23:00:00,CNC_Mill_01,64.1,0.816,4.21,1442.0,0,none
2024-01-01 23:00:00,Hydraulic_Press_02,78.99,1.209,8.738,1425.0,0,none
2024-01-01 23:00:00,Conveyor_Motor_03,42.07,0.671,2.077,1462.0,0,none
2024-01-02 00:00:00,CNC_Mill_01,64.07,0.822,4.169,1440.0,0,none
2024-01-02 00:00:00,Hydraulic_Press_02,79.27,1.153,8.554,1436.0,0,none
2024-01-02 00:00:00,Conveyor_Motor_03,45.46,0.572,2.222,1463.0,0,none
2024-01-02 01:00:00,CNC_Mill_01,64.16,0.734,4.312,1462.0,0,none
2024-01-02 01:00:00,Hydraulic_Press_02,78.18,1.198,8.692,1438.0,0,none
2024-01-02 01:00:00,Conveyor_Motor_03,44.7,0.544,2.067,1472.0,0,none
2024-01-02 02:00:00,CNC_Mill_01,66.22,0.866,4.396,1450.0,0,none
2024-01-02 02:00:00,Hydraulic_Press_02,77.53,1.255,8.549,1447.0,0,none
2024-01-02 02:00:00,Conveyor_Motor_03,45.89,0.508,1.977,1492.0,0,none
2024-01-02 03:00:00,CNC_Mill_01,63.18,0.72,4.374,1466.0,0,none
2024-01-02 03:00:00,Hydraulic_Press_02,78.94,1.25,8.498,1432.0,0,none
2024-01-02 03:00:00,Conveyor_Motor_03,43.98,0.506,2.246,1447.0,0,none
2024-01-02 04:00:00,CNC_Mill_01,64.52,0.734,4.262,1439.0,0,none
2024-01-02 04:00:00,Hydraulic_Press_02,78.37,1.134,8.537,1440.0,0,none
2024-01-02 04:00:00,Conveyor_Motor_03,45.35,0.462,1.883,1422.0,0,none
2024-01-02 05:00:00,CNC_Mill_01,64.68,0.743,4.247,1480.0,0,none
2024-01-02 05:00:00,Hydraulic_Press_02,77.76,1.269,8.497,1430.0,0,none
2024-01-02 05:00:00,Conveyor_Motor_03,44.57,0.499,2.148,1433.0,0,none
2024-01-02 06:00:00,CNC_Mill_01,67.3,0.842,4.184,1458.0,0,none
2024-01-02 06:00:00,Hydraulic_Press_02,77.4,1.255,8.534,1450.0,0,none
2024-01-02 06:00:00,Conveyor_Motor_03,43.84,0.508,2.104,1460.0,0,none
2024-01-02 07:00:00,CNC_Mill_01,66.44,0.916,4.523,1435.0,0,none
2024-01-02 07:00:00,Hydraulic_Press_02,78.28,1.27,8.828,1434.0,0,none
2024-01-02 07:00:00,Conveyor_Motor_03,44.1,0.433,1.781,1439.0,0,none
2024-01-02 08:00:00,CNC_Mill_01,65.23,0.739,4.251,1488.0,0,none
2024-01-02 08:00:00,Hydraulic_Press_02,77.13,1.276,8.365,1460.0,0,none
2024-01-02 08:00:00,Conveyor_Motor_03,47.75,0.394,2.277,1441.0,0,none
2024-01-02 09:00:00,CNC_Mill_01,67.03,0.663,4.183,1475.0,0,none
2024-01-02 09:00:00,Hydraulic_Press_02,77.1,1.072,8.501,1451.0,0,none
2024-01-02 09:00:00,Conveyor_Motor_03,45.93,0.464,1.94,1447.0,0,none
2024-01-02 10:00:00,CNC_Mill_01,65.77,0.81,4.307,1428.0,0,none
2024-01-02 10:00:00,Hydraulic_Press_02,79.92,1.077,8.55,1435.0,0,none
2024-01-02 10:00:00,Conveyor_Motor_03,45.17,0.624,2.277,1451.0,0,none
2024-01-02 11:00:00,CNC_Mill_01,67.63,0.965,4.163,1469.0,0,none
2024-01-02 11:00:00,Hydraulic_Press_02,80.05,1.252,8.355,1464.0,0,none
2024-01-02 11:00:00,Conveyor_Motor_03,42.36,0.585,1.923,1409.0,0,none
2024-01-02 12:00:00,CNC_Mill_01,66.08,0.778,4.425,1451.0,0,none
2024-01-02 12:00:00,Hydraulic_Press_02,75.93,1.33,8.244,1449.0,0,none
2024-01-02 12:00:00,Conveyor_Motor_03,44.95,0.531,1.79,1448.0,0,none
2024-01-02 13:00:00,CNC_Mill_01,66.0,0.696,4.255,1431.0,0,none
2024-01-02 13:00:00,Hydraulic_Press_02,76.41,1.159,8.491,1469.0,0,none
2024-01-02 13:00:00,Conveyor_Motor_03,45.76,0.421,2.02,1434.0,0,none
2024-01-02 14:00:00,CNC_Mill_01,63.45,0.791,4.117,1426.0,0,none
2024-01-02 14:00:00,Hydraulic_Press_02,78.05,1.357,8.395,1454.0,0,none
2024-01-02 14:00:00,Conveyor_Motor_03,44.67,0.491,2.192,1465.0,0,none
2024-01-02 15:00:00,CNC_Mill_01,64.14,0.758,4.159,1404.0,0,none
2024-01-02 15:00:00,Hydraulic_Press_02,80.05,1.079,8.747,1445.0,0,none
2024-01-02 15:00:00,Conveyor_Motor_03,45.47,0.546,2.562,1472.0,0,none
2024-01-02 16:00:00,CNC_Mill_01,63.57,0.79,3.959,1454.0,0,none
2024-01-02 16:00:00,Hydraulic_Press_02,75.87,1.139,8.403,1428.0,0,none
2024-01-02 16:00:00,Conveyor_Motor_03,46.32,0.635,2.099,1480.0,0,none
2024-01-02 17:00:00,CNC_Mill_01,63.71,0.806,4.428,1461.0,0,none
2024-01-02 17:00:00,Hydraulic_Press_02,77.71,1.117,8.369,1422.0,0,none
2024-01-02 17:00:00,Conveyor_Motor_03,47.86,0.574,1.89,1461.0,0,none
2024-01-02 18:00:00,CNC_Mill_01,64.27,0.748,4.111,1433.0,0,none
2024-01-02 18:00:00,Hydraulic_Press_02,76.75,1.204,8.541,1449.0,0,none
2024-01-02 18:00:00,Conveyor_Motor_03,43.64,0.481,2.013,1465.0,0,none
2024-01-02 19:00:00,CNC_Mill_01,63.53,0.84,4.215,1465.0,0,none
2024-01-02 19:00:00,Hydraulic_Press_02,78.82,1.066,8.401,1461.0,0,none
2024-01-02 19:00:00,Conveyor_Motor_03,42.29,0.439,1.856,1451.0,0,none
2024-01-02 20:00:00,CNC_Mill_01,63.64,0.821,4.296,1417.0,0,none
2024-01-02 20:00:00,Hydraulic_Press_02,76.18,1.195,8.402,1451.0,0,none
2024-01-02 20:00:00,Conveyor_Motor_03,44.42,0.431,2.251,1438.0,0,none
2024-01-02 21:00:00,CNC_Mill_01,63.31,0.867,4.279,1479.0,0,none
2024-01-02 21:00:00,Hydraulic_Press_02,76.8,1.002,8.587,1446.0,0,none
2024-01-02 21:00:00,Conveyor_Motor_03,44.09,0.53,2.113,1447.0,0,none
2024-01-02 22:00:00,CNC_Mill_01,65.38,0.893,4.251,1442.0,0,none
2024-01-02 22:00:00,Hydraulic_Press_02,77.35,1.161,8.559,1442.0,0,none
2024-01-02 22:00:00,Conveyor_Motor_03,48.11,0.523,2.231,1443.0,0,none
2024-01-02 23:00:00,CNC_Mill_01,64.39,0.896,3.894,1430.0,0,none
2024-01-02 23:00:00,Hydraulic_Press_02,77.47,1.05,8.503,1484.0,0,none
2024-01-02 23:00:00,Conveyor_Motor_03,44.67,0.526,2.224,1406.0,0,none
2024-01-03 00:00:00,CNC_Mill_01,66.16,0.819,3.978,1473.0,0,none
2024-01-03 00:00:00,Hydraulic_Press_02,77.38,1.227,8.595,1495.0,0,none
2024-01-03 00:00:00,Conveyor_Motor_03,45.37,0.515,2.031,1433.0,0,none
2024-01-03 01:00:00,CNC_Mill_01,63.72,0.866,4.211,1440.0,0,none
2024-01-03 01:00:00,Hydraulic_Press_02,78.5,1.238,8.656,1440.0,0,none
2024-01-03 01:00:00,Conveyor_Motor_03,43.53,0.478,2.033,1458.0,0,none
2024-01-03 02:00:00,CNC_Mill_01,63.62,0.861,4.33,1477.0,0,none
2024-01-03 02:00:00,Hydraulic_Press_02,80.82,1.233,8.384,1425.0,0,none
2024-01-03 02:00:00,Conveyor_Motor_03,47.24,0.358,2.198,1449.0,0,none
2024-01-03 03:00:00,CNC_Mill_01,63.31,0.822,4.567,1453.0,0,none
2024-01-03 03:00:00,Hydraulic_Press_02,79.09,1.209,8.572,1454.0,0,none
2024-01-03 03:00:00,Conveyor_Motor_03,45.71,0.437,2.382,1477.0,0,none
2024-01-03 04:00:00,CNC_Mill_01,64.23,0.927,4.052,1447.0,0,none
2024-01-03 04:00:00,Hydraulic_Press_02,79.64,1.204,8.246,1481.0,0,none
2024-01-03 04:00:00,Conveyor_Motor_03,44.36,0.487,1.948,1417.0,0,none
2024-01-03 05:00:00,CNC_Mill_01,65.11,0.866,4.007,1424.0,0,none
2024-01-03 05:00:00,Hydraulic_Press_02,80.5,1.173,8.461,1420.0,0,none
2024-01-03 05:00:00,Conveyor_Motor_03,44.59,0.48,1.695,1449.0,0,none
2024-01-03 06:00:00,CNC_Mill_01,66.04,0.782,4.477,1473.0,0,none
2024-01-03 06:00:00,Hydraulic_Press_02,76.34,1.178,8.886,1451.0,0,none
2024-01-03 06:00:00,Conveyor_Motor_03,44.96,0.501,2.13,1447.0,0,none
2024-01-03 07:00:00,CNC_Mill_01,64.18,0.754,4.195,1439.0,0,none
2024-01-03 07:00:00,Hydraulic_Press_02,78.16,1.143,8.462,1480.0,0,none
2024-01-03 07:00:00,Conveyor_Motor_03,46.64,0.288,2.287,1409.0,0,none
2024-01-03 08:00:00,CNC_Mill_01,64.44,0.773,3.989,1434.0,0,none
2024-01-03 08:00:00,Hydraulic_Press_02,80.63,1.111,8.64,1475.0,0,none
2024-01-03 08:00:00,Conveyor_Motor_03,43.31,0.558,2.021,1460.0,0,none
2024-01-03 09:00:00,CNC_Mill_01,66.07,0.702,4.164,1443.0,0,none
2024-01-03 09:00:00,Hydraulic_Press_02,78.67,1.257,8.446,1473.0,0,none
2024-01-03 09:00:00,Conveyor_Motor_03,45.92,0.414,2.189,1444.0,0,none
2024-01-03 10:00:00,CNC_Mill_01,63.12,0.826,4.339,1446.0,0,none
2024-01-03 10:00:00,Hydraulic_Press_02,79.57,1.158,8.394,1422.0,0,none
2024-01-03 10:00:00,Conveyor_Motor_03,45.91,0.375,1.908,1485.0,0,none
2024-01-03 11:00:00,CNC_Mill_01,67.54,0.633,4.232,1448.0,0,none
2024-01-03 11:00:00,Hydraulic_Press_02,78.6,1.156,8.494,1472.0,0,none
2024-01-03 11:00:00,Conveyor_Motor_03,45.23,0.509,2.045,1449.0,0,none
2024-01-03 12:00:00,CNC_Mill_01,62.43,0.825,3.998,1465.0,0,none
2024-01-03 12:00:00,Hydraulic_Press_02,77.72,1.214,8.503,1457.0,0,none
2024-01-03 12:00:00,Conveyor_Motor_03,43.83,0.457,2.129,1430.0,0,none
2024-01-03 13:00:00,CNC_Mill_01,62.45,0.833,4.354,1459.0,0,none
2024-01-03 13:00:00,Hydraulic_Press_02,79.47,1.22,8.75,1470.0,0,none
2024-01-03 13:00:00,Conveyor_Motor_03,43.08,0.353,2.006,1451.0,0,none
2024-01-03 14:00:00,CNC_Mill_01,63.91,0.841,4.228,1435.0,0,none
2024-01-03 14:00:00,Hydraulic_Press_02,75.89,1.151,8.362,1423.0,0,none
2024-01-03 14:00:00,Conveyor_Motor_03,46.58,0.422,1.958,1503.0,0,none
2024-01-03 15:00:00,CNC_Mill_01,65.28,0.839,4.071,1464.0,0,none
2024-01-03 15:00:00,Hydraulic_Press_02,78.18,1.154,8.884,1448.0,0,none
2024-01-03 15:00:00,Conveyor_Motor_03,43.95,0.592,2.095,1485.0,0,none
2024-01-03 16:00:00,CNC_Mill_01,67.72,0.75,4.306,1439.0,0,none
2024-01-03 16:00:00,Hydraulic_Press_02,79.46,1.251,8.593,1419.0,0,none
2024-01-03 16:00:00,Conveyor_Motor_03,44.63,0.442,2.089,1462.0,0,none
2024-01-03 17:00:00,CNC_Mill_01,63.0,0.814,4.257,1462.0,0,none
2024-01-03 17:00:00,Hydraulic_Press_02,79.62,1.245,8.625,1459.0,0,none
2024-01-03 17:00:00,Conveyor_Motor_03,42.51,0.494,2.164,1454.0,0,none
2024-01-03 18:00:00,CNC_Mill_01,63.08,0.822,4.038,1471.0,0,none
2024-01-03 18:00:00,Hydraulic_Press_02,79.02,1.197,8.504,1451.0,0,none
2024-01-03 18:00:00,Conveyor_Motor_03,44.23,0.575,2.114,1441.0,0,none
2024-01-03 19:00:00,CNC_Mill_01,64.54,0.765,4.233,1440.0,0,none
2024-01-03 19:00:00,Hydraulic_Press_02,76.66,1.3,8.472,1441.0,0,none
2024-01-03 19:00:00,Conveyor_Motor_03,45.29,0.616,2.255,1420.0,0,none
2024-01-03 20:00:00,CNC_Mill_01,66.33,0.821,4.212,1471.0,0,none
2024-01-03 20:00:00,Hydraulic_Press_02,80.11,1.159,8.845,1443.0,0,none
2024-01-03 20:00:00,Conveyor_Motor_03,47.18,0.464,2.337,1440.0,0,none
2024-01-03 21:00:00,CNC_Mill_01,64.58,0.766,3.998,1432.0,0,none
2024-01-03 21:00:00,Hydraulic_Press_02,76.85,1.12,8.495,1455.0,0,none
2024-01-03 21:00:00,Conveyor_Motor_03,43.5,0.624,2.248,1446.0,0,none
2024-01-03 22:00:00,CNC_Mill_01,66.01,0.796,4.032,1458.0,0,none
2024-01-03 22:00:00,Hydraulic_Press_02,78.74,1.213,8.543,1499.0,0,none
2024-01-03 22:00:00,Conveyor_Motor_03,44.2,0.449,2.007,1439.0,0,none
2024-01-03 23:00:00,CNC_Mill_01,66.78,0.749,4.413,1439.0,0,none
2024-01-03 23:00:00,Hydraulic_Press_02,78.71,1.133,8.417,1463.0,0,none
2024-01-03 23:00:00,Conveyor_Motor_03,42.73,0.516,2.332,1486.0,0,none
2024-01-04 00:00:00,CNC_Mill_01,64.42,0.751,4.243,1457.0,0,none
2024-01-04 00:00:00,Hydraulic_Press_02,81.02,1.253,8.473,1434.0,0,none
2024-01-04 00:00:00,Conveyor_Motor_03,43.9,0.39,2.095,1486.0,0,none
2024-01-04 01:00:00,CNC_Mill_01,65.34,0.759,4.198,1474.0,0,none
2024-01-04 01:00:00,Hydraulic_Press_02,77.2,1.402,8.427,1471.0,0,none
2024-01-04 01:00:00,Conveyor_Motor_03,47.77,0.555,2.188,1443.0,0,none
2024-01-04 02:00:00,CNC_Mill_01,66.66,0.847,4.323,1460.0,0,none
2024-01-04 02:00:00,Hydraulic_Press_02,79.75,1.285,8.707,1463.0,0,none
2024-01-04 02:00:00,Conveyor_Motor_03,45.22,0.487,2.281,1434.0,0,none
2024-01-04 03:00:00,CNC_Mill_01,64.41,0.829,4.204,1476.0,0,none
2024-01-04 03:00:00,Hydraulic_Press_02,78.07,1.215,8.296,1465.0,0,none
2024-01-04 03:00:00,Conveyor_Motor_03,48.24,0.552,2.054,1454.0,0,none
2024-01-04 04:00:00,CNC_Mill_01,67.37,0.82,4.186,1456.0,0,none
2024-01-04 04:00:00,Hydraulic_Press_02,78.28,1.249,8.433,1454.0,0,none
2024-01-04 04:00:00,Conveyor_Motor_03,43.46,0.586,2.12,1436.0,0,none
2024-01-04 05:00:00,CNC_Mill_01,62.72,0.896,4.116,1458.0,0,none
2024-01-04 05:00:00,Hydraulic_Press_02,77.9,1.325,8.417,1488.0,0,none
2024-01-04 05:00:00,Conveyor_Motor_03,41.7,0.384,2.166,1440.0,0,none
2024-01-04 06:00:00,CNC_Mill_01,66.06,0.718,4.237,1439.0,0,none
2024-01-04 06:00:00,Hydraulic_Press_02,79.31,1.098,8.598,1448.0,0,none
2024-01-04 06:00:00,Conveyor_Motor_03,43.39,0.648,1.871,1436.0,0,none
2024-01-04 07:00:00,CNC_Mill_01,65.37,0.796,4.164,1457.0,0,none
2024-01-04 07:00:00,Hydraulic_Press_02,80.17,1.1,8.488,1472.0,0,none
2024-01-04 07:00:00,Conveyor_Motor_03,45.69,0.527,2.185,1459.0,0,none
2024-01-04 08:00:00,CNC_Mill_01,66.99,0.851,4.229,1464.0,0,none
2024-01-04 08:00:00,Hydraulic_Press_02,80.16,1.193,8.399,1486.0,0,none
2024-01-04 08:00:00,Conveyor_Motor_03,42.85,0.497,2.119,1436.0,0,none
2024-01-04 09:00:00,CNC_Mill_01,64.02,0.867,4.133,1412.0,0,none
2024-01-04 09:00:00,Hydraulic_Press_02,74.36,1.164,8.262,1465.0,0,none
2024-01-04 09:00:00,Conveyor_Motor_03,45.64,0.563,1.955,1449.0,0,none
2024-01-04 10:00:00,CNC_Mill_01,63.26,0.8,4.426,1468.0,0,none
2024-01-04 10:00:00,Hydraulic_Press_02,78.04,1.182,8.531,1409.0,0,none
2024-01-04 10:00:00,Conveyor_Motor_03,43.98,0.48,1.95,1444.0,0,none
2024-01-04 11:00:00,CNC_Mill_01,65.96,0.944,4.114,1461.0,0,none
2024-01-04 11:00:00,Hydraulic_Press_02,79.39,1.312,8.509,1437.0,0,none
2024-01-04 11:00:00,Conveyor_Motor_03,45.59,0.556,2.234,1463.0,0,none
2024-01-04 12:00:00,CNC_Mill_01,64.2,0.884,4.398,1454.0,0,none
2024-01-04 12:00:00,Hydraulic_Press_02,76.97,1.366,8.76,1454.0,0,none
2024-01-04 12:00:00,Conveyor_Motor_03,44.27,0.448,2.052,1458.0,0,none
2024-01-04 13:00:00,CNC_Mill_01,64.14,0.842,4.196,1493.0,0,none
2024-01-04 13:00:00,Hydraulic_Press_02,78.65,1.338,8.506,1452.0,0,none
2024-01-04 13:00:00,Conveyor_Motor_03,43.47,0.549,2.061,1417.0,0,none
2024-01-04 14:00:00,CNC_Mill_01,65.97,0.832,4.128,1481.0,0,none
2024-01-04 14:00:00,Hydraulic_Press_02,75.8,1.102,8.534,1471.0,0,none
2024-01-04 14:00:00,Conveyor_Motor_03,44.31,0.635,2.262,1449.0,0,none
2024-01-04 15:00:00,CNC_Mill_01,66.33,0.786,4.298,1418.0,0,none
2024-01-04 15:00:00,Hydraulic_Press_02,80.07,1.318,8.406,1458.0,0,none
2024-01-04 15:00:00,Conveyor_Motor_03,45.39,0.54,2.017,1437.0,0,none
2024-01-04 16:00:00,CNC_Mill_01,66.76,0.798,4.282,1443.0,0,none
2024-01-04 16:00:00,Hydraulic_Press_02,73.73,1.262,8.672,1415.0,0,none
2024-01-04 16:00:00,Conveyor_Motor_03,43.32,0.471,1.906,1473.0,0,none
2024-01-04 17:00:00,CNC_Mill_01,65.52,0.763,4.193,1460.0,0,none
2024-01-04 17:00:00,Hydraulic_Press_02,76.08,1.206,8.649,1440.0,0,none
2024-01-04 17:00:00,Conveyor_Motor_03,44.36,0.375,2.325,1467.0,0,none
2024-01-04 18:00:00,CNC_Mill_01,64.48,0.772,4.152,1492.0,0,none
2024-01-04 18:00:00,Hydraulic_Press_02,78.65,1.231,8.655,1455.0,0,none
2024-01-04 18:00:00,Conveyor_Motor_03,44.71,0.479,2.089,1449.0,0,none
2024-01-04 19:00:00,CNC_Mill_01,65.08,0.858,4.31,1448.0,0,none
2024-01-04 19:00:00,Hydraulic_Press_02,75.0,1.206,8.637,1457.0,0,none
2024-01-04 19:00:00,Conveyor_Motor_03,40.66,0.58,2.413,1447.0,0,none
2024-01-04 20:00:00,CNC_Mill_01,63.44,0.889,4.292,1429.0,0,none
2024-01-04 20:00:00,Hydraulic_Press_02,80.87,1.15,8.471,1454.0,0,none
2024-01-04 20:00:00,Conveyor_Motor_03,45.74,0.57,2.123,1457.0,0,none
2024-01-04 21:00:00,CNC_Mill_01,64.91,0.992,4.23,1471.0,0,none
2024-01-04 21:00:00,Hydraulic_Press_02,79.78,1.288,8.596,1427.0,0,none
2024-01-04 21:00:00,Conveyor_Motor_03,43.28,0.631,2.145,1435.0,0,none
2024-01-04 22:00:00,CNC_Mill_01,65.49,0.795,4.248,1458.0,0,none
2024-01-04 22:00:00,Hydraulic_Press_02,78.68,1.329,8.463,1469.0,0,none
2024-01-04 22:00:00,Conveyor_Motor_03,43.16,0.595,2.19,1464.0,0,none
2024-01-04 23:00:00,CNC_Mill_01,67.06,0.776,4.177,1453.0,0,none
2024-01-04 23:00:00,Hydraulic_Press_02,78.02,1.186,8.336,1421.0,0,none
2024-01-04 23:00:00,Conveyor_Motor_03,43.73,0.628,1.951,1407.0,0,none
2024-01-05 00:00:00,CNC_Mill_01,63.02,0.749,4.446,1470.0,0,none
2024-01-05 00:00:00,Hydraulic_Press_02,81.38,1.145,8.647,1444.0,0,none
2024-01-05 00:00:00,Conveyor_Motor_03,48.44,0.3,1.892,1417.0,0,none
2024-01-05 01:00:00,CNC_Mill_01,68.66,0.882,4.408,1461.0,0,none
2024-01-05 01:00:00,Hydraulic_Press_02,79.28,1.248,8.614,1456.0,0,none
2024-01-05 01:00:00,Conveyor_Motor_03,44.91,0.508,1.987,1444.0,0,none
2024-01-05 02:00:00,CNC_Mill_01,64.85,0.665,4.052,1428.0,0,none
2024-01-05 02:00:00,Hydraulic_Press_02,80.09,1.214,8.638,1419.0,0,none
2024-01-05 02:00:00,Conveyor_Motor_03,46.41,0.421,1.953,1446.0,0,none
2024-01-05 03:00:00,CNC_Mill_01,63.55,0.844,4.216,1423.0,0,none
2024-01-05 03:00:00,Hydraulic_Press_02,78.48,1.152,8.261,1459.0,0,none
2024-01-05 03:00:00,Conveyor_Motor_03,45.83,0.498,2.134,1477.0,0,none
2024-01-05 04:00:00,CNC_Mill_01,64.36,0.81,4.218,1461.0,0,none
2024-01-05 04:00:00,Hydraulic_Press_02,78.06,1.204,8.395,1437.0,0,none
2024-01-05 04:00:00,Conveyor_Motor_03,47.62,0.388,1.913,1436.0,0,none
2024-01-05 05:00:00,CNC_Mill_01,66.34,0.743,4.156,1475.0,0,none
2024-01-05 05:00:00,Hydraulic_Press_02,78.42,1.146,8.375,1493.0,0,none
2024-01-05 05:00:00,Conveyor_Motor_03,45.46,0.405,2.195,1458.0,0,none
